SNPid NumAlleles DistanceinMb
rs9605923 2 NA
rs5747968 2 NA
rs5993499 2 NA
rs2040166 2 NA
rs2236639 2 NA
rs5747988 2 NA
rs5747999 2 NA
rs5746679 2 NA
rs2070501 2 NA
rs2070502 2 NA
rs11089263 2 NA
rs11089264 2 NA
rs7288876 2 NA
rs12172265 2 NA
rs2096537 2 NA
rs3859824 2 NA
rs2000473 2 NA
rs9604959 2 NA
rs5993628 2 NA
rs9606008 2 NA
rs9606009 2 NA
rs9606021 2 NA
rs5993646 2 NA
rs13054656 2 NA
rs5993660 2 NA
rs9604967 2 NA
rs7284774 2 NA
rs5993821 2 NA
rs5993848 2 NA
rs9606170 2 NA
rs4819849 2 NA
rs9605028 2 NA
rs5992503 2 NA
rs361944 2 NA
rs361995 2 NA
rs361799 2 NA
rs361973 2 NA
rs12106650 2 NA
rs2005240 2 NA
rs2845362 2 NA
rs9605072 2 NA
rs2529884 2 NA
rs9605075 2 NA
rs16981497 2 NA
rs2845371 2 NA
rs16981507 2 NA
rs2845372 2 NA
rs5993924 2 NA
rs9618748 2 NA
rs5993942 2 NA
rs5748567 2 NA
rs12166975 2 NA
rs10084637 2 NA
rs12168107 2 NA
rs12166839 2 NA
rs8139335 2 NA
rs7286463 2 NA
rs9618795 2 NA
rs17432784 2 NA
rs5993966 2 NA
rs2108587 2 NA
rs2845379 2 NA
rs11913374 2 NA
rs5992529 2 NA
rs2247281 2 NA
rs12157909 2 NA
rs7286427 2 NA
rs3747014 2 NA
rs2845344 2 NA
rs10222221 2 NA
rs16981627 2 NA
rs2845346 2 NA
rs5993970 2 NA
rs5993972 2 NA
rs11704471 2 NA
rs16981635 2 NA
rs2845348 2 NA
rs1807512 2 NA
rs2845349 2 NA
rs9606437 2 NA
rs9606438 2 NA
rs12159125 2 NA
rs7410269 2 NA
rs5992535 2 NA
rs5993988 2 NA
rs987283 2 NA
rs5993989 2 NA
rs5993991 2 NA
rs4819531 2 NA
rs5992536 2 NA
rs8136454 2 NA
rs5748593 2 NA
rs16981650 2 NA
rs5992537 2 NA
rs2159071 2 NA
rs8135793 2 NA
rs4390844 2 NA
rs5993996 2 NA
rs5746887 2 NA
rs8139954 2 NA
rs2381104 2 NA
rs9606442 2 NA
rs8142208 2 NA
rs5748604 2 NA
rs5746890 2 NA
rs12169397 2 NA
rs5748606 2 NA
rs4819884 2 NA
rs2190742 2 NA
rs2110435 2 NA
rs5994010 2 NA
rs5748614 2 NA
rs2839999 2 NA
rs5992544 2 NA
rs5746892 2 NA
rs5994011 2 NA
rs5994012 2 NA
rs5748617 2 NA
rs7349036 2 NA
rs11089345 2 NA
rs5992546 2 NA
rs5748621 2 NA
rs5748622 2 NA
rs9605145 2 NA
rs5748623 2 NA
rs9605146 2 NA
rs16981669 2 NA
rs2013205 2 NA
rs5994015 2 NA
rs759235 2 NA
rs4819887 2 NA
rs2108583 2 NA
rs5746896 2 NA
rs2108585 2 NA
rs7511517 2 NA
rs7286066 2 NA
rs11089347 2 NA
rs8141898 2 NA
rs8139612 2 NA
rs5992548 2 NA
rs5748633 2 NA
rs16981694 2 NA
rs7284785 2 NA
rs9606468 2 NA
rs4819534 2 NA
rs5748636 2 NA
rs4819535 2 NA
rs2041696 2 NA
rs5748648 2 NA
rs738046 2 NA
rs738045 2 NA
rs5746899 2 NA
rs5992551 2 NA
rs7284996 2 NA
rs12627911 2 NA
rs2385715 2 NA
rs2080203 2 NA
rs5748654 2 NA
rs5748656 2 NA
rs5748657 2 NA
rs2072466 2 NA
rs5746901 2 NA
rs5746902 2 NA
rs5992552 2 NA
rs7291429 2 NA
rs2041698 2 NA
rs9618889 2 NA
rs9306239 2 NA
rs2192428 2 NA
rs8138409 2 NA
rs5994025 2 NA
rs8140802 2 NA
rs2041699 2 NA
rs2160083 2 NA
rs5748664 2 NA
rs874835 2 NA
rs874836 2 NA
rs2192431 2 NA
rs175138 2 NA
rs175139 2 NA
rs983305 2 NA
rs9606478 2 NA
rs175140 2 NA
rs175141 2 NA
rs7287430 2 NA
rs175145 2 NA
rs175146 2 NA
rs175147 2 NA
rs6518618 2 NA
rs6518619 2 NA
rs175148 2 NA
rs175149 2 NA
rs175150 2 NA
rs9606481 2 NA
rs4819895 2 NA
rs165726 2 NA
rs165725 2 NA
rs165706 2 NA
rs165652 2 NA
rs165757 2 NA
rs175151 2 NA
rs165617 2 NA
rs12166203 2 NA
rs165906 2 NA
rs175152 2 NA
rs165645 2 NA
rs165611 2 NA
rs5746906 2 NA
rs16981759 2 NA
rs165670 2 NA
rs165778 2 NA
rs165910 2 NA
rs165709 2 NA
rs16981765 2 NA
rs9618902 2 NA
rs165914 2 NA
rs11913645 2 NA
rs16981769 2 NA
rs175154 2 NA
rs165927 2 NA
rs9617920 2 NA
rs12158448 2 NA
rs165808 2 NA
rs165612 2 NA
rs165890 2 NA
rs5746908 2 NA
rs2041608 2 NA
rs165913 2 NA
rs12483904 2 NA
rs12169910 2 NA
rs7284912 2 NA
rs175155 2 NA
rs5994039 2 NA
rs16981781 2 NA
rs165886 2 NA
rs165746 2 NA
rs165754 2 NA
rs1974654 2 NA
rs5992560 2 NA
rs165790 2 NA
rs165629 2 NA
rs165667 2 NA
rs165858 2 NA
rs1296945 2 NA
rs11089351 2 NA
rs165653 2 NA
rs165705 2 NA
rs12170630 2 NA
rs7291500 2 NA
rs12158917 2 NA
rs4006343 2 NA
rs8139915 2 NA
rs12160849 2 NA
rs9606527 2 NA
rs5994087 2 NA
rs5748736 2 NA
rs16981824 2 NA
rs9618931 2 NA
rs17444804 2 NA
rs1860945 2 NA
rs737936 2 NA
rs2241030 2 NA
rs16981833 2 NA
rs16981835 2 NA
rs16981836 2 NA
rs9606534 2 NA
rs7292561 2 NA
rs7293026 2 NA
rs13058496 2 NA
rs8136206 2 NA
rs7288751 2 NA
rs1990485 2 NA
rs13433557 2 NA
rs13433675 2 NA
rs2011716 2 NA
rs9306241 2 NA
rs759081 2 NA
rs759080 2 NA
rs5992587 2 NA
rs11703901 2 NA
rs7290057 2 NA
rs9606541 2 NA
rs12485066 2 NA
rs738023 2 NA
rs5994093 2 NA
rs5748744 2 NA
rs5992589 2 NA
rs9306242 2 NA
rs5994095 2 NA
rs9605179 2 NA
rs5748745 2 NA
rs5992590 2 NA
rs5994096 2 NA
rs5748747 2 NA
rs5994097 2 NA
rs4819921 2 NA
rs9618937 2 NA
rs12167026 2 NA
rs5748748 2 NA
rs5994098 2 NA
rs16981872 2 NA
rs5748749 2 NA
rs6518641 2 NA
rs5748752 2 NA
rs5748755 2 NA
rs9605181 2 NA
rs2385785 2 NA
rs5748756 2 NA
rs5994104 2 NA
rs933461 2 NA
rs2215725 2 NA
rs1981707 2 NA
rs1981708 2 NA
rs11913633 2 NA
rs11914222 2 NA
rs5992593 2 NA
rs7510758 2 NA
rs4819923 2 NA
rs5748759 2 NA
rs5994105 2 NA
rs5748760 2 NA
rs5748761 2 NA
rs5748762 2 NA
rs713673 2 NA
rs16981896 2 NA
rs9618948 2 NA
rs2385786 2 NA
rs1990483 2 NA
rs5992595 2 NA
rs1541527 2 NA
rs1541528 2 NA
rs5994108 2 NA
rs11704537 2 NA
rs4819924 2 NA
rs5994110 2 NA
rs17733785 2 NA
rs8137298 2 NA
rs11914017 2 NA
rs11089387 2 NA
rs5992598 2 NA
rs7287116 2 NA
rs1024731 2 NA
rs3948637 2 NA
rs1024732 2 NA
rs5748765 2 NA
rs11913448 2 NA
rs5748766 2 NA
rs4819925 2 NA
rs4819926 2 NA
rs12165729 2 NA
rs5748769 2 NA
rs2041607 2 NA
rs16981911 2 NA
rs5992600 2 NA
rs5992601 2 NA
rs5992602 2 NA
rs759076 2 NA
rs5746948 2 NA
rs5748771 2 NA
rs5748773 2 NA
rs6518645 2 NA
rs7410510 2 NA
rs4819932 2 NA
rs12167938 2 NA
rs5994119 2 NA
rs8136769 2 NA
rs4819934 2 NA
rs4819936 2 NA
rs12158018 2 NA
rs5992604 2 NA
rs9606559 2 NA
rs9618954 2 NA
rs11089388 2 NA
rs12160998 2 NA
rs5746955 2 NA
rs5994122 2 NA
rs5994123 2 NA
rs12157784 2 NA
rs2399152 2 NA
rs16981924 2 NA
rs5992607 2 NA
rs5748799 2 NA
rs5748800 2 NA
rs9605189 2 NA
rs5746961 2 NA
rs7291404 2 NA
rs11913227 2 NA
rs5994128 2 NA
rs10439907 2 NA
rs5994129 2 NA
rs917838 2 NA
rs5746962 2 NA
rs4819940 2 NA
rs5994130 2 NA
rs3996123 2 NA
rs17204993 2 NA
rs5748809 2 NA
rs5746965 2 NA
rs9606569 2 NA
rs5748812 2 NA
rs2399168 2 NA
rs3016113 2 NA
rs5748829 2 NA
rs12168621 2 NA
rs928832 2 NA
rs928831 2 NA
rs5994149 2 NA
rs5994150 2 NA
rs2845394 2 NA
rs9617950 2 NA
rs2845393 2 NA
rs3804061 2 NA
rs2845389 2 NA
rs2245487 2 NA
rs7291391 2 NA
rs947822 2 NA
rs8138740 2 NA
rs5746982 2 NA
rs5748835 2 NA
rs7285901 2 NA
rs12166463 2 NA
rs2537974 2 NA
rs2845401 2 NA
rs1054945 2 NA
rs1054946 2 NA
rs10483090 2 NA
rs12159416 2 NA
rs16981969 2 NA
rs16981972 2 NA
rs5994154 2 NA
rs9606592 2 NA
rs5748845 2 NA
rs8136340 2 NA
rs7289885 2 NA
rs1114450 2 NA
rs2041629 2 NA
rs9606603 2 NA
rs4819956 2 NA
rs2270241 2 NA
rs2270243 2 NA
rs2241042 2 NA
rs2241043 2 NA
rs5748863 2 NA
rs7284133 2 NA
rs7288159 2 NA
rs6518660 2 NA
rs13053889 2 NA
rs9606615 2 NA
rs2241044 2 NA
rs17807076 2 NA
rs721930 2 NA
rs2241046 2 NA
rs2241049 2 NA
rs6518661 2 NA
rs879574 2 NA
rs879576 2 NA
rs879575 2 NA
rs2895332 2 NA
rs882643 2 NA
rs887796 2 NA
rs738035 2 NA
rs738034 2 NA
rs5992628 2 NA
rs1003945 2 NA
rs3827278 2 NA
rs4819962 2 NA
rs1047929 2 NA
rs1654 2 NA
rs11160 2 NA
rs974396 2 NA
rs738033 2 NA
rs5746996 2 NA
rs2241051 2 NA
rs4819964 2 NA
rs5994166 2 NA
rs4819965 2 NA
rs5748883 2 NA
rs2286951 2 NA
rs5747001 2 NA
rs2286953 2 NA
rs5747004 2 NA
rs5994170 2 NA
rs9606624 2 NA
rs5994172 2 NA
rs4819558 2 NA
rs4819559 2 NA
rs5994175 2 NA
rs5994176 2 NA
rs16982020 2 NA
rs740422 2 NA
rs741139 2 NA
rs5747007 2 NA
rs7287119 2 NA
rs2286955 2 NA
rs5747008 2 NA
rs2302521 2 NA
rs3788268 2 NA
rs2286956 2 NA
rs1034859 2 NA
rs5992630 2 NA
rs4819968 2 NA
rs4819971 2 NA
rs11704657 2 NA
rs3788269 2 NA
rs738032 2 NA
rs5994180 2 NA
rs4819972 2 NA
rs5748917 2 NA
rs5748919 2 NA
rs5748923 2 NA
rs5748925 2 NA
rs5748926 2 NA
rs8138439 2 NA
rs2159068 2 NA
rs2401071 2 NA
rs2401072 2 NA
rs1125471 2 NA
rs7285493 2 NA
rs1076102 2 NA
rs14332 2 NA
rs1139056 2 NA
rs1139055 2 NA
rs7290147 2 NA
rs3764846 2 NA
rs3764847 2 NA
rs3764849 2 NA
rs1079554 2 NA
rs3827280 2 NA
rs3788273 2 NA
rs2231496 2 NA
rs2231495 2 NA
rs5992636 2 NA
rs1544504 2 NA
rs2231492 2 NA
rs2286346 2 NA
rs2286348 2 NA
rs16980763 2 NA
rs4819973 2 NA
rs9617968 2 NA
rs5992637 2 NA
rs5992638 2 NA
rs11912507 2 NA
rs5747018 2 NA
rs2058093 2 NA
rs3788277 2 NA
rs17807317 2 NA
rs2401075 2 NA
rs1076106 2 NA
rs2013910 2 NA
rs2240617 2 NA
rs362129 2 NA
rs7289141 2 NA
rs5992641 2 NA
rs9617972 2 NA
rs7290186 2 NA
rs5748952 2 NA
rs5748953 2 NA
rs5748954 2 NA
rs5748955 2 NA
rs8136533 2 NA
rs9606655 2 NA
rs737967 2 NA
rs1029696 2 NA
rs5748965 2 NA
rs5994213 2 NA
rs9606661 2 NA
rs2019180 2 NA
rs4819564 2 NA
rs3747021 2 NA
rs5748974 2 NA
rs4819979 2 NA
rs5747035 2 NA
rs5748976 2 NA
rs2058118 2 NA
rs4266110 2 NA
rs2058119 2 NA
rs7288303 2 NA
rs1006015 2 NA
rs5748979 2 NA
rs727188 2 NA
rs5748981 2 NA
rs5747037 2 NA
rs16982239 2 NA
rs7289905 2 NA
rs9619029 2 NA
rs1860086 2 NA
rs7289418 2 NA
rs4819980 2 NA
rs4819566 2 NA
rs5747038 2 NA
rs5747039 2 NA
rs12483926 2 NA
rs8138422 2 NA
rs8141904 2 NA
rs9605246 2 NA
rs9606669 2 NA
rs16982246 2 NA
rs5747043 2 NA
rs9619033 2 NA
rs9619034 2 NA
rs5994230 2 NA
rs4819986 2 NA
rs5994231 2 NA
rs16982255 2 NA
rs16982258 2 NA
rs5994232 2 NA
rs5992649 2 NA
rs5994238 2 NA
rs5749006 2 NA
rs9619038 2 NA
rs5992650 2 NA
rs9619040 2 NA
rs5749010 2 NA
rs5749011 2 NA
rs5747052 2 NA
rs16980093 2 NA
rs12106575 2 NA
rs5994241 2 NA
rs9619041 2 NA
rs11089423 2 NA
rs8141682 2 NA
rs11704699 2 NA
rs11089425 2 NA
rs2012806 2 NA
rs8140080 2 NA
rs4819994 2 NA
rs5992653 2 NA
rs4541325 2 NA
rs5992654 2 NA
rs5747058 2 NA
rs5749016 2 NA
rs12160031 2 NA
rs737972 2 NA
rs16982280 2 NA
rs4239866 2 NA
rs5749028 2 NA
rs9605252 2 NA
rs5994249 2 NA
rs4819996 2 NA
rs9606682 2 NA
rs9617982 2 NA
rs5994253 2 NA
rs5994254 2 NA
rs9605254 2 NA
rs5994255 2 NA
rs5992659 2 NA
rs5994256 2 NA
rs5994257 2 NA
rs9605258 2 NA
rs9605259 2 NA
rs9306256 2 NA
rs9306257 2 NA
rs9619055 2 NA
rs9306258 2 NA
rs5994258 2 NA
rs5994260 2 NA
rs9619061 2 NA
rs9617984 2 NA
rs12169748 2 NA
rs5994267 2 NA
rs5992665 2 NA
rs17808507 2 NA
rs9605262 2 NA
rs17205940 2 NA
rs5994269 2 NA
rs5994271 2 NA
rs4819998 2 NA
rs5747064 2 NA
rs5747065 2 NA
rs13058398 2 NA
rs5749043 2 NA
rs4819576 2 NA
rs4819577 2 NA
rs9619080 2 NA
rs2401081 2 NA
rs5992667 2 NA
rs2158148 2 NA
rs5992668 2 NA
rs5992669 2 NA
rs5994287 2 NA
rs2040692 2 NA
rs7288834 2 NA
rs5749050 2 NA
rs9617995 2 NA
rs5747072 2 NA
rs9619090 2 NA
rs17456702 2 NA
rs5994289 2 NA
rs737915 2 NA
rs5747075 2 NA
rs6518680 2 NA
rs5992672 2 NA
rs5992674 2 NA
rs5992034 2 NA
rs9618000 2 NA
rs5747079 2 NA
rs5992678 2 NA
rs13340049 2 NA
rs5746359 2 NA
rs5747084 2 NA
rs9604737 2 NA
rs16982341 2 NA
rs8140339 2 NA
rs11089174 2 NA
rs4273306 2 NA
rs9604738 2 NA
rs5992035 2 NA
rs5747086 2 NA
rs5992041 2 NA
rs7285871 2 NA
rs5747087 2 NA
rs4819447 2 NA
rs17808586 2 NA
rs16982354 2 NA
rs16982360 2 NA
rs11089176 2 NA
rs16982367 2 NA
rs16982369 2 NA
rs737916 2 NA
rs12157978 2 NA
rs5747103 2 NA
rs4239844 2 NA
rs17808603 2 NA
rs4819581 2 NA
rs17807973 2 NA
rs1860308 2 NA
rs1860309 2 NA
rs5747109 2 NA
rs17206058 2 NA
rs5746366 2 NA
rs5747111 2 NA
rs16982381 2 NA
rs7289964 2 NA
rs5747112 2 NA
rs5992684 2 NA
rs5746368 2 NA
rs7286310 2 NA
rs2522311 2 NA
rs5992686 2 NA
rs9617575 2 NA
rs5992044 2 NA
rs7292589 2 NA
rs16982396 2 NA
rs4819452 2 NA
rs16982400 2 NA
rs16982402 2 NA
rs16982404 2 NA
rs5992045 2 NA
rs5992687 2 NA
rs5992046 2 NA
rs17808076 2 NA
rs5992047 2 NA
rs5992688 2 NA
rs5992689 2 NA
rs2078734 2 NA
rs2518736 2 NA
rs1859120 2 NA
rs1858758 2 NA
rs5747122 2 NA
rs929167 2 NA
rs17808723 2 NA
rs12628069 2 NA
rs12628073 2 NA
rs12628081 2 NA
rs5746370 2 NA
rs5746373 2 NA
rs5747126 2 NA
rs2078737 2 NA
rs2518746 2 NA
rs9617578 2 NA
rs2895937 2 NA
rs5747130 2 NA
rs2189077 2 NA
rs5747132 2 NA
rs5747133 2 NA
rs5992703 2 NA
rs12157303 2 NA
rs12160465 2 NA
rs12160910 2 NA
rs5992704 2 NA
rs5992705 2 NA
rs9617581 2 NA
rs9306194 2 NA
rs5992707 2 NA
rs10460749 2 NA
rs5992708 2 NA
rs5746379 2 NA
rs16982458 2 NA
rs5992709 2 NA
rs10483092 2 NA
rs5746381 2 NA
rs5746382 2 NA
rs5746385 2 NA
rs5747145 2 NA
rs5747153 2 NA
rs2895938 2 NA
rs2401123 2 NA
rs5746390 2 NA
rs5747161 2 NA
rs5746398 2 NA
rs5747164 2 NA
rs5747167 2 NA
rs1004973 2 NA
rs1004974 2 NA
rs2157720 2 NA
rs5746406 2 NA
rs2522284 2 NA
rs5747175 2 NA
rs756642 2 NA
rs5747176 2 NA
rs5747177 2 NA
rs5747180 2 NA
rs2522285 2 NA
rs2518752 2 NA
rs11703558 2 NA
rs12157361 2 NA
rs5747182 2 NA
rs5747183 2 NA
rs5747184 2 NA
rs5746409 2 NA
rs12628533 2 NA
rs2522288 2 NA
rs5747187 2 NA
rs2518756 2 NA
rs4819591 2 NA
rs5747190 2 NA
rs1557622 2 NA
rs2097596 2 NA
rs5992723 2 NA
rs5746415 2 NA
rs2522294 2 NA
rs2522297 2 NA
rs5747200 2 NA
rs13053651 2 NA
rs12168713 2 NA
rs2518768 2 NA
rs2518770 2 NA
rs16982544 2 NA
rs7288509 2 NA
rs10483093 2 NA
rs10483094 2 NA
rs5746419 2 NA
rs5747204 2 NA
rs174289 2 NA
rs17808446 2 NA
rs1296748 2 NA
rs7284169 2 NA
rs1296750 2 NA
rs3886836 2 NA
rs722751 2 NA
rs1296754 2 NA
rs1296755 2 NA
rs9604751 2 NA
rs4819594 2 NA
rs4819595 2 NA
rs9605311 2 NA
rs8141657 2 NA
rs1296756 2 NA
rs1296757 2 NA
rs4819596 2 NA
rs5747211 2 NA
rs174293 2 NA
rs16982574 2 NA
rs16982577 2 NA
rs7364138 2 NA
rs5992728 2 NA
rs174294 2 NA
rs4452253 2 NA
rs5747214 2 NA
rs174302 2 NA
rs16982598 2 NA
rs174305 2 NA
rs174306 2 NA
rs174313 2 NA
rs174314 2 NA
rs13053400 2 NA
rs9617592 2 NA
rs16979818 2 NA
rs1296778 2 NA
rs1296779 2 NA
rs1296782 2 NA
rs9605317 2 NA
rs723487 2 NA
rs2401125 2 NA
rs174332 2 NA
rs1296787 2 NA
rs9605320 2 NA
rs1296788 2 NA
rs8138198 2 NA
rs1974713 2 NA
rs2018666 2 NA
rs8135661 2 NA
rs7285101 2 NA
rs2018494 2 NA
rs174335 2 NA
rs2300685 2 NA
rs2300687 2 NA
rs5992731 2 NA
rs1003861 2 NA
rs5992732 2 NA
rs2268776 2 NA
rs1296795 2 NA
rs174341 2 NA
rs9605323 2 NA
rs10427665 2 NA
rs17809189 2 NA
rs2268779 2 NA
rs113837 2 NA
rs174344 2 NA
rs10854510 2 NA
rs174345 2 NA
rs174347 2 NA
rs174348 2 NA
rs174350 2 NA
rs174351 2 NA
rs885971 2 NA
rs5992735 2 NA
rs174358 2 NA
rs174368 2 NA
rs2284826 2 NA
rs174369 2 NA
rs2284827 2 NA
rs412830 2 NA
rs423158 2 NA
rs443694 2 NA
rs12106622 2 NA
rs1123031 2 NA
rs1003494 2 NA
rs5746439 2 NA
rs5747240 2 NA
rs8138249 2 NA
rs8138271 2 NA
rs8137960 2 NA
rs1296816 2 NA
rs5747244 2 NA
rs7289980 2 NA
rs16980870 2 NA
rs2229563 2 NA
rs5992749 2 NA
rs1296819 2 NA
rs5747247 2 NA
rs1296820 2 NA
rs1296821 2 NA
rs1296822 2 NA
rs5992750 2 NA
rs1296826 2 NA
rs5992751 2 NA
rs2072555 2 NA
rs5747252 2 NA
rs714504 2 NA
rs3747023 2 NA
rs2080549 2 NA
rs5992754 2 NA
rs4819611 2 NA
rs4239846 2 NA
rs4263214 2 NA
rs2895945 2 NA
rs9604771 2 NA
rs5747263 2 NA
rs9617601 2 NA
rs1034470 2 NA
rs1034471 2 NA
rs9605337 2 NA
rs7287843 2 NA
rs2300688 2 NA
rs1034472 2 NA
rs2300689 2 NA
rs2300690 2 NA
rs2300691 2 NA
rs5747268 2 NA
rs3747024 2 NA
rs7284200 2 NA
rs3747025 2 NA
rs2401158 2 NA
rs5747272 2 NA
rs9605343 2 NA
rs12159924 2 NA
rs12160074 2 NA
rs737995 2 NA
rs5992761 2 NA
rs5747283 2 NA
rs9605348 2 NA
rs7288016 2 NA
rs5992766 2 NA
rs9618069 2 NA
rs5747285 2 NA
rs737994 2 NA
rs5992084 2 NA
rs5747296 2 NA
rs5747297 2 NA
rs5747302 2 NA
rs4473484 2 NA
rs7284675 2 NA
rs12628818 2 NA
rs16980984 2 NA
rs4819617 2 NA
rs5746451 2 NA
rs9618080 2 NA
rs12166769 2 NA
rs5747306 2 NA
rs13054956 2 NA
rs11704728 2 NA
rs10483095 2 NA
rs713701 2 NA
rs5747309 2 NA
rs5747310 2 NA
rs13054588 2 NA
rs5992088 2 NA
rs8140916 2 NA
rs2587101 2 NA
rs2587103 2 NA
rs2535690 2 NA
rs2535691 2 NA
rs13055718 2 NA
rs16981007 2 NA
rs2587069 2 NA
rs2535694 2 NA
rs5992786 2 NA
rs11704288 2 NA
rs1978967 2 NA
rs5747323 2 NA
rs5992090 2 NA
rs9618093 2 NA
rs9605382 2 NA
rs5747325 2 NA
rs2587070 2 NA
rs16981016 2 NA
rs2535695 2 NA
rs2587072 2 NA
rs2535697 2 NA
rs2587074 2 NA
rs2587076 2 NA
rs5992092 2 NA
rs2535704 2 NA
rs2165970 2 NA
rs2257083 2 NA
rs12160637 2 NA
rs5992094 2 NA
rs5992095 2 NA
rs2535707 2 NA
rs2587082 2 NA
rs2535708 2 NA
rs5992795 2 NA
rs12170671 2 NA
rs5992797 2 NA
rs5992096 2 NA
rs2587086 2 NA
rs12166731 2 NA
rs5992801 2 NA
rs2109659 2 NA
rs2535674 2 NA
rs7290510 2 NA
rs10222315 2 NA
rs10222285 2 NA
rs3788279 2 NA
rs9941958 2 NA
rs9306197 2 NA
rs7290691 2 NA
rs2587092 2 NA
rs2587093 2 NA
rs2587094 2 NA
rs7291949 2 NA
rs2098174 2 NA
rs2401169 2 NA
rs738133 2 NA
rs2535685 2 NA
rs1008378 2 NA
rs9989950 2 NA
rs2535687 2 NA
rs9989951 2 NA
rs4488761 2 NA
rs2535688 2 NA
rs725769 2 NA
rs725770 2 NA
rs2587100 2 NA
rs5992807 2 NA
rs181379 2 NA
rs9967 2 NA
rs181380 2 NA
rs395379 2 NA
rs8919 2 NA
rs424708 2 NA
rs5747338 2 NA
rs16981065 2 NA
rs12167030 2 NA
rs444102 2 NA
rs17809603 2 NA
rs8190360 2 NA
rs8190358 2 NA
rs8190355 2 NA
rs2305001 2 NA
rs11538 2 NA
rs5992809 2 NA
rs181390 2 NA
rs181391 2 NA
rs181392 2 NA
rs181396 2 NA
rs181397 2 NA
rs181399 2 NA
rs1468926 2 NA
rs2072392 2 NA
rs8190315 2 NA
rs8190310 2 NA
rs181402 2 NA
rs405098 2 NA
rs2895951 2 NA
rs8190291 2 NA
rs8190288 2 NA
rs181405 2 NA
rs9617615 2 NA
rs372655 2 NA
rs181407 2 NA
rs181408 2 NA
rs181409 2 NA
rs181410 2 NA
rs5992815 2 NA
rs5747347 2 NA
rs5746474 2 NA
rs5747349 2 NA
rs5747351 2 NA
rs5992820 2 NA
rs5747353 2 NA
rs9618106 2 NA
rs2268785 2 NA
rs3788284 2 NA
rs738095 2 NA
rs366542 2 NA
rs454566 2 NA
rs391085 2 NA
rs7292922 2 NA
rs9605406 2 NA
rs5992103 2 NA
rs9618110 2 NA
rs401416 2 NA
rs5992838 2 NA
rs9617618 2 NA
rs741458 2 NA
rs12165723 2 NA
rs443627 2 NA
rs5992843 2 NA
rs5992844 2 NA
rs11912641 2 NA
rs7286752 2 NA
rs382013 2 NA
rs426276 2 NA
rs12167254 2 NA
rs12168131 2 NA
rs5992105 2 NA
rs7287891 2 NA
rs2241252 2 NA
rs369081 2 NA
rs2075306 2 NA
rs390041 2 NA
rs389496 2 NA
rs8140645 2 NA
rs9617619 2 NA
rs454799 2 NA
rs429940 2 NA
rs436590 2 NA
rs388415 2 NA
rs389436 2 NA
rs389347 2 NA
rs390745 2 NA
rs437633 2 NA
rs399757 2 NA
